,gene_id,AAAAAGAA,AUAAAUUA,CAAAUAUA,GGGCUGGG,GGGGUGGG,UAAAAAUU,UAAAAUUU,UAUUUUUA,UUUUCUUU
0,ENSG00000127054,0.0,3.722710668410411e-05,0.0,0.0004867196093392643,0.0006381112249580617,0.0,0.0,0.00015269854728775122,3.722710668410411e-05
1,ENSG00000221978,2.5557446647705444e-05,0.0,2.5557446647705444e-05,0.00014172870853611109,0.00018539117538005193,0.0,2.5557446647705444e-05,0.0004069464012730946,0.00024848276321985777
2,ENSG00000242485,9.912745494441805e-05,0.0,0.0,0.0,9.912745494441805e-05,0.0,9.912745494441805e-05,0.0006678902216898963,0.0
3,ENSG00000248333,8.919699277401793e-05,2.3279591222169432e-05,0.0,0.0001642835393327165,0.00013407527488770352,3.05156834036274e-05,0.0,0.000268479108995686,5.845261896252062e-05
4,ENSG00000078369,0.00018417584734787678,3.024193788559666e-06,6.048387577119332e-06,0.00012673733292872924,2.0033833594554094e-05,6.735490082757899e-05,2.527015577212831e-05,0.0003952461534155377,0.0002503164935311208
5,ENSG00000067606,2.2566787278520913e-05,0.0,4.809940178370432e-06,0.0002035751519801483,0.0001625986488030975,2.2176722601928254e-05,9.288174725588747e-06,0.00011983910932324104,8.627183429044596e-05
6,ENSG00000162585,2.9001212249359312e-05,0.0,0.0,0.00031189796891046065,0.000637722321857141,0.0,0.0,0.00029504254455013125,0.00010342275698480667
7,ENSG00000157933,1.0243380149144282e-05,0.0,5.121690074572141e-06,6.815945881456107e-05,0.00012603415638989563,1.0243380149144282e-05,5.121690074572141e-06,0.00013128248897608242,4.463828523525244e-05
8,ENSG00000157916,7.355104442483084e-05,0.0,0.0,0.00015082439327360664,0.0,0.00014710208884966168,0.0,0.00018207424306417583,2.5057632554876216e-05
9,ENSG00000171603,0.0001369815871826837,2.3876429293082873e-05,5.494699822240453e-06,7.3903625459286534e-06,4.817551391005836e-05,2.9635988585432608e-05,3.2823374117680155e-05,0.00033958023823749806,0.0003781812749407694
10,ENSG00000054523,0.00027305720519617575,3.6586773033243156e-05,7.773628916547508e-05,6.163032657074614e-05,2.136088792938945e-06,0.00013324367848126202,0.00012899226308511316,0.00033440087442443515,0.00048745060611225647
11,ENSG00000142657,7.995281934903848e-05,4.508056529626406e-05,0.0,0.0002095463251734753,0.00035585748974623267,6.086364268069247e-05,1.5783077384428416e-05,0.00018744335474699163,8.416167718852419e-05
12,ENSG00000160049,0.0002481725246041216,0.0,0.0,0.0,0.0,7.60831901054402e-05,0.0,7.60831901054402e-05,0.0001240862623020608
13,ENSG00000142655,0.00015081045062256148,0.0001638515191098902,3.33842829373134e-05,9.977844410632595e-05,5.720094155802328e-06,2.8142105785670682e-05,1.896174471353473e-05,0.00034386280918803375,0.0002748905694441327
14,ENSG00000171824,0.00026301027638123007,7.072585949600753e-06,0.0,9.290648504155795e-05,7.072585949600753e-06,6.119481111368254e-05,0.00017752628954198176,0.0003371113377233524,0.00042580473913840657
15,ENSG00000177000,1.9535600049525982e-05,0.0,0.0,7.439625398852094e-05,0.000225334255417243,0.0,0.0,0.00014478217418678678,4.765341774409144e-05
16,ENSG00000116691,9.438417825825386e-05,0.0,0.0,0.0004849230074708118,0.00015899626190079102,0.0,1.4886047307858346e-05,5.9544189231433384e-05,2.9772094615716692e-05
17,ENSG00000142634,0.0005273412390700182,0.0,0.0,2.5668998267342618e-05,0.0005100936645101907,0.0,0.0,2.5668998267342618e-05,3.8503497401013925e-05
18,ENSG00000197312,0.00022894258361130896,5.383512800081854e-05,0.0,5.335094955136126e-05,3.955228732279648e-05,0.00010994926322276914,0.00044519562472252144,0.00032665730473350633,0.00024332823180290148
19,ENSG00000065526,0.00021172063637386868,0.00020102319621316279,7.66036985883873e-06,6.315813302657463e-05,0.0,0.00013953393448793404,0.0002474156790290706,0.0005962760765500344,0.00011556640550759419
20,ENSG00000116809,2.3169200470281466e-05,0.0,0.0,0.00011701824896540263,0.00021484150130649906,3.607319530587302e-06,7.214639061174604e-06,2.1643917183523814e-05,2.1643917183523814e-05
21,ENSG00000055070,9.13369729590153e-05,0.00010107424898583466,4.9699519373474844e-05,2.2492077369582875e-05,5.3049939851244803e-05,1.67521023888498e-06,0.0,0.00030385071777048507,0.00030770639354998317
22,ENSG00000159363,4.065310033248254e-05,0.0,0.0,3.340151028141761e-05,0.0015105466121237837,2.178459393516905e-05,0.0,6.2460607633877e-05,0.0
23,ENSG00000077549,7.789375606261889e-05,3.8038656999077507e-06,8.182669057962131e-06,8.442845082081445e-05,0.00010380474502538715,3.8315582852847016e-05,1.922884149579288e-05,6.693253407350972e-05,0.0001381414362703452
24,ENSG00000127483,0.00011254799505825573,0.00012934951430171172,0.0,5.359746162421748e-06,0.0,3.336842854071438e-05,0.00015051136805064826,0.0003601306040547644,0.00019394753921667956
25,ENSG00000117298,0.0001188809378166867,7.833361472337527e-06,0.0,9.163491509332253e-05,0.00013258549466844144,5.2956233873788173e-05,2.5344902767289865e-05,0.0003346179373555997,7.565998646769705e-05
26,ENSG00000090686,0.00024140872379663385,2.910594513066523e-05,3.1751676488518594e-06,6.684779347237543e-06,2.013680604886709e-05,0.00016221138459422246,9.774501849812415e-05,0.0004121439470093971,0.0005102687606265006
27,ENSG00000184677,0.00012651616233313158,2.5837093939394075e-05,0.00011901750995973383,0.00010998206320635216,0.0,0.00010888226857707645,1.0698028210807098e-05,0.0001664830827107711,9.46262588401945e-05
28,ENSG00000169641,0.000136601389155964,3.003533086904048e-05,2.422856193314517e-05,2.361093307648858e-05,2.9465625118876388e-05,6.703070739557385e-05,5.389390069054772e-05,0.00028523616484801357,0.00020916969291071713
29,ENSG00000117305,0.00017767067226858176,7.50024030890181e-05,0.0,0.0,5.450534174857107e-05,2.4128829642759213e-05,5.560603423321551e-05,0.0002800997647742689,0.00013147249841178723
30,ENSG00000188822,0.00021290751829673986,7.984031936127745e-05,0.0,5.3226879574184966e-05,0.0,0.0001330671989354624,0.0,0.0004524284763805722,0.0005056553559547571
31,ENSG00000188529,0.00021334217648210602,0.0,0.0,3.293126381030266e-05,0.0,0.00011681048655238749,0.0002767052730013866,0.0002486655661923265,0.00048415866875078104
32,ENSG00000117616,8.162218192403824e-05,4.234866618324324e-05,1.3236957691514236e-06,1.4269127994889022e-05,5.022912487949719e-05,1.8467063241175857e-05,8.24168688344217e-06,9.874763583519227e-05,6.698491480709978e-05
33,ENSG00000157978,0.0,0.0,0.0001821825469120058,0.0006153098975803697,0.0002495701235442154,1.7953804860094976e-05,0.0,2.591227704053387e-05,4.13960665695047e-05
34,ENSG00000142669,0.0,0.0,0.0,0.004273504273504274,0.005177663405511507,0.0,0.0,0.0,0.0
35,ENSG00000142765,0.0001674768691147556,0.0,0.0,0.0,0.0007278837157496727,0.0,0.0,0.00022263988787765042,0.0
36,ENSG00000009780,0.00014699834461918794,9.689698781605599e-05,5.104468286008003e-05,0.00012308354283310888,0.0,4.922990610991228e-05,1.8371883669232606e-05,0.000427499080920742,0.00047123977146865863
37,ENSG00000158161,0.0002634369381163184,0.0001309793693861257,6.801000622656273e-05,1.8494743918596872e-05,1.8591653162530842e-05,0.00016128925769681648,5.6726916484172975e-05,0.00037397424105020975,0.0004081891653051771
38,ENSG00000180098,0.00017045474472095876,1.9027323236167134e-05,0.0,3.85342248001719e-05,3.85342248001719e-05,0.0,1.0371507394884773e-05,0.00032771361026928024,0.00018830967123216846
39,ENSG00000134644,8.534225407668627e-05,4.203538097527982e-05,4.619573850044458e-06,3.145979974838244e-05,1.8514557276518788e-05,0.00013675020225633136,0.0002482866741067058,0.00034685534739180795,0.0002445012634065619
40,ENSG00000134684,0.00034683176838153025,1.8727994606337552e-05,1.7987552613591394e-05,1.8727994606337552e-05,4.132259718352652e-05,7.00623554963918e-05,6.541963251117365e-05,0.000336523713905219,0.00018324894307927735
41,ENSG00000116497,6.533173147826285e-05,1.0475380891440896e-05,1.0475380891440896e-05,5.461973738830263e-06,0.0001747896360323052,8.651240111137209e-05,8.405049481140173e-05,0.0002754151042119983,0.0003720812620280496
42,ENSG00000163867,0.00037172283793214907,0.0,3.927976620683154e-06,6.760007793891338e-05,0.0,0.00013997489487068402,0.00014407795005871916,0.0003155905399691043,0.00048499624508603184
43,ENSG00000146463,8.808932315074265e-05,9.147071264600631e-05,3.6746408796926625e-05,1.7051970142000283e-06,4.997955053046625e-05,0.00016885869524061118,0.00014475891341683166,0.00045953251100344677,0.0008555519615579351
44,ENSG00000092847,0.00012222140157767627,0.0,7.447125409591898e-06,0.00021456491987714954,0.00013441132968008342,2.290446697061882e-05,8.069722401549386e-06,0.0002720395287971405,9.844835233845829e-05
45,ENSG00000126070,0.00024023041551873064,6.69223625818892e-05,1.9504720835920764e-05,1.6745230612630415e-05,9.55091593283796e-06,0.00014328164056204572,0.00014649692478953052,0.00039685409946424704,0.00019378074025210766
46,ENSG00000119535,0.0001532225801068521,0.0,0.0,0.00032781314059479404,0.00020573982772409698,0.0,0.0,3.356021679851219e-05,3.162055335968379e-05
47,ENSG00000196449,0.0,0.00010399334442595674,0.0,0.0,0.0,0.0,0.0,0.00010399334442595674,0.00010399334442595674
48,ENSG00000204084,0.00012523546056773406,1.6530438108869515e-06,1.6530438108869515e-06,0.00041088552708550317,3.8642862663266095e-06,1.9465959772767918e-05,4.565917213270155e-05,0.0004633719940711534,0.00018931793712625799
49,ENSG00000183431,0.0002864452337042506,8.238589553468446e-06,0.0,0.0,0.0,0.0,0.0,0.0002322534163466843,0.0008513635680661545
50,ENSG00000043514,0.0001859201340597637,5.689897265711643e-05,9.088202888931392e-06,0.0002609302262418105,5.3018405087224865e-05,4.007778546689769e-05,3.1476094829159704e-05,0.00018060625869572295,0.00029271323111820487
51,ENSG00000117000,0.0002984477721804538,0.0001271249434948671,0.0,0.0,1.5635586595090425e-05,0.0001034499514009136,0.00014931616397702028,0.0003035259805021983,0.00025764263003789743
52,ENSG00000084073,0.00025109647459099934,4.6876202476498306e-05,0.0,0.00011067975779528341,0.0,7.61574091295756e-05,2.79483981749647e-05,0.0007162651905244175,0.0005207120970004685
53,ENSG00000066136,0.00011886560748682402,6.574237336386051e-06,1.2674976028837197e-05,0.00015468706388654615,6.388687051959738e-05,9.243950142146198e-05,5.127672471078401e-05,0.00020298509474648194,0.00036337844621355875
54,ENSG00000127124,7.228322972602387e-05,1.573569441261816e-05,3.0349084168445278e-05,0.0002606438700964109,6.512989544580556e-05,2.3220152790980698e-05,1.998468000154593e-05,8.338469118520736e-05,9.809288706238575e-05
55,ENSG00000198815,9.846851375712734e-05,0.00010489256268496202,1.01779072875996e-05,3.597128246391325e-05,3.535089393846708e-05,0.00011633533852696521,0.00016737323002160412,0.00040082786654695667,0.00025195191999917514
56,ENSG00000171960,0.00011217882322841248,0.0,0.0,0.0,1.8233566671747124e-05,1.8233566671747124e-05,0.0,0.00015217775391489636,9.36490933940145e-05
57,ENSG00000065978,2.2078169595920252e-05,3.165558721114276e-05,0.0,0.0,0.0001896665724784408,0.0,5.373375680706302e-05,0.00011039084797960127,0.0004612808260523459
58,ENSG00000164008,0.00012111608873943435,0.0,0.0,3.372681281618887e-05,0.0,0.00018535681186283596,8.738927592324549e-05,0.00045810289964891743,0.00018535681186283596
59,ENSG00000117394,9.209851893629531e-06,9.209851893629531e-06,0.0,3.774113857709977e-05,0.0007199280890613796,1.7041656075094295e-05,0.0,8.838979009279953e-05,2.7153238971305464e-05
60,ENSG00000126091,0.0001325713152926145,2.400025060383025e-05,4.916677674057236e-05,0.00016275667734299917,8.66486847495651e-05,3.801798114713395e-05,4.1114619385378015e-05,0.00019019211125352264,0.00017471711220084412
61,ENSG00000187147,7.09560569874039e-05,2.9630559826526307e-06,2.9630559826526307e-06,9.024674062932323e-05,4.297153800825003e-05,1.4252411839005648e-05,6.530303964116986e-05,7.277260815115597e-05,0.0007424783989853233
62,ENSG00000198520,8.878915367497782e-05,1.4127663848519714e-05,1.7248999093127445e-05,3.1213352446077318e-06,4.550432679016688e-05,7.892781843524968e-05,0.00016963150561063168,0.0001798510159155353,0.00014990084639060242
63,ENSG00000173846,0.0,0.0,0.0,0.0007237869315972524,0.0008333333333333334,0.0,0.0,0.00014461315979754158,0.0
64,ENSG00000222009,0.00014018514234316335,0.0,0.0,0.001001735957388215,6.769693370269002e-05,0.0,0.0,0.0,0.0
65,ENSG00000117425,0.0001817325820674534,4.387350391351655e-06,4.387350391351655e-06,0.0004422402417301484,4.387350391351655e-06,8.77470078270331e-06,4.387350391351655e-06,1.3162051174054964e-05,8.77470078270331e-06
66,ENSG00000070759,0.000129286853207397,2.322180670739958e-05,2.0834805997164614e-05,1.497692361324802e-05,0.00019729616954775647,3.1642863346968e-05,3.472268881449622e-05,0.00041338282681751155,0.0003024138210835961
67,ENSG00000132780,5.7664879437683344e-05,5.818754172348576e-05,3.6717146396721806e-05,1.2280392795674497e-05,3.794587840105849e-05,5.4484544464285454e-05,0.0001183010019089402,0.0005283560922097343,0.00016446862971567438
68,ENSG00000173660,0.0005803508373514966,2.676516246453616e-05,0.0,2.676516246453616e-05,0.0,6.322711178553364e-05,0.0,0.00011675743671460595,8.99922742500698e-05
69,ENSG00000079277,9.649620134030553e-05,2.417184242882899e-05,0.0,0.00010610086148792321,8.977784913724545e-05,2.901124521167348e-05,0.0,0.00019252210117349312,0.00012879277269473371
70,ENSG00000123091,0.00013866234315128872,5.942671849340945e-05,5.942671849340945e-05,1.9808906164469816e-05,0.0,9.904453082234907e-05,0.0001188534369868189,0.00033675140479598687,0.0002575157801381076
71,ENSG00000117862,0.00020235354726228324,4.516701527705949e-05,0.0,4.795185952499125e-05,7.466029565477078e-06,8.565284523657366e-05,3.023495614610533e-05,0.0002378560230609867,0.0003057935647039678
72,ENSG00000134748,9.135155625956162e-05,5.147439818295862e-05,5.611393224596136e-05,0.0,0.0,0.0,7.980845969672786e-05,0.0001827572560626451,7.980845969672786e-05
73,ENSG00000162378,0.0001676695151666859,6.317003630235684e-05,4.633490872022982e-06,6.873182690428769e-06,2.8996595855347977e-05,0.00012148547612218957,0.00012600028874486797,0.00033523152986365926,0.0008724952244336281
74,ENSG00000121310,0.00027011762968675137,3.935901629065551e-05,2.9684872314185216e-05,0.0005572098496041066,8.451107836990837e-05,8.096257786794592e-05,6.226223608594679e-06,3.5589851188659854e-05,0.00012509466656306594
75,ENSG00000058799,3.187523620365702e-05,3.83953366869597e-05,0.0,1.643622800554366e-05,8.76377657142001e-05,4.6003477529503746e-05,6.657683107045083e-05,0.000232369051678194,0.0006170706655802121
76,ENSG00000162599,0.00015095657188218063,5.5650102647417175e-05,4.379307978581641e-05,4.6883297799162586e-05,0.0001031730278312304,0.00011240408902557995,9.842120642648888e-05,0.00021044884305350595,0.0002549194745519516
77,ENSG00000132849,0.00025948066840461164,4.823281537510115e-05,3.129004808842703e-05,2.272522545938123e-05,4.057635713487839e-05,0.00015079423052171854,0.00015589241728292716,0.0002893422168105062,0.00033859241200833687
78,ENSG00000162607,0.0,6.934812760055478e-05,0.00010582010582010582,0.0001665669514481078,0.0,0.0001722613553058236,0.00011750881316098707,0.0005681190058515423,0.0001665669514481078
79,ENSG00000116641,0.00018369600210705564,9.228294032522625e-05,3.173762043193117e-05,1.546412059109535e-05,7.0810927784790985e-06,0.00018705683100994554,0.00018648226175308649,0.00043794486479185185,0.0005001567049601652
80,ENSG00000088035,7.070008493901194e-05,3.6706310713643044e-05,5.781026163259296e-05,5.9840107233472164e-06,5.9840107233472164e-06,0.0007718949605241253,5.653419270892371e-05,0.00044052108442469286,0.0006161228972340201
81,ENSG00000066557,0.00018507502949024728,0.00014089502262999023,5.731548692545891e-05,0.0,0.0,0.00017164665050577402,0.0002930067208223034,0.00039557059730156686,0.0003073546497248256
82,ENSG00000116754,3.729813766605301e-05,1.782720992268894e-05,1.8574241242245254e-05,1.984835854074868e-05,9.361948211903876e-06,0.00011729075585146963,0.00011459972124057596,0.0010745619194971424,0.0016105076263845952
83,ENSG00000162623,0.00026435874680541484,7.14883521867348e-05,1.4074644354128e-05,1.505085530114262e-05,0.0,0.0,1.4074644354128e-05,0.00017426151441405277,0.00018796994834675433
84,ENSG00000117054,0.00014412272481231894,4.256260959871972e-06,1.709741810201761e-05,2.1353679061889585e-05,1.694918494369988e-05,6.760093302529574e-05,6.416256513329579e-05,0.000693380415138536,0.0004155050198876295
85,ENSG00000137955,0.0,0.00029973537746652204,0.0,0.0,0.0,3.1405062496074364e-05,0.0003779731863433617,0.00021298560978612696,0.00012384359087470257
86,ENSG00000142892,8.620301723877382e-05,0.0001664940299377039,2.57690327768494e-05,0.0,5.166783780432357e-06,0.00014673654201243712,0.00010183537794495832,0.00015380266800174068,0.0003380052408552307
87,ENSG00000162613,3.152823781197592e-05,8.870320228781467e-05,0.00011726933127168577,9.592326139088728e-06,3.761802655832675e-06,8.670410992823985e-05,0.00015750101686442774,0.0003019496608540659,0.001165585635131891
88,ENSG00000137959,0.00034846760416255926,0.0003524169320550364,0.0,0.0,0.0,4.024694058651608e-05,0.00017594082291469589,0.00015457688398164693,0.0006476966363227568
89,ENSG00000142875,0.00019882920916193734,0.00016315060779331232,1.902971025066352e-05,3.2457834049599393e-06,2.8783415462038548e-06,0.0002371230879013801,0.00016692029942273374,0.00045135453458835004,0.0005182769338301449
90,ENSG00000117133,0.00012463936540480137,3.771307889576105e-05,0.0,0.0,0.00011904761904761905,1.8856539447880524e-05,0.00013199577613516366,0.0003729498729202604,0.00012926288846784004
