,gene_id,0
0,ENSG00000000460,5.0853583115932977e-05
1,ENSG00000001167,0.0004171226180020235
2,ENSG00000001497,0.003403719759875049
3,ENSG00000001630,0.001129670488241776
4,ENSG00000002822,0.0008287452550328615
5,ENSG00000002834,0.0017346521071853966
6,ENSG00000003056,0.0006625272302395538
7,ENSG00000003402,0.00030781655413617535
8,ENSG00000003756,0.003508157184802774
9,ENSG00000004059,0.006067824358299804
10,ENSG00000004142,0.0011386860781344382
11,ENSG00000004455,0.0005021508775512965
12,ENSG00000004487,0.0010740011406026124
13,ENSG00000004534,0.0005725552783356738
14,ENSG00000004660,1.9885646811323933e-05
15,ENSG00000004777,0.001360695587931153
16,ENSG00000004779,0.0012203976244226792
17,ENSG00000004897,0.0005909424070971671
18,ENSG00000004975,0.001486022481355648
19,ENSG00000005007,0.0023730836455777594
20,ENSG00000005022,0.019151947462589438
21,ENSG00000005100,0.0004358029132865989
22,ENSG00000005156,0.000539565360201872
23,ENSG00000005175,0.0005709416190032886
24,ENSG00000005187,0.00036595043574381216
25,ENSG00000005189,0.00033197689761906886
26,ENSG00000005194,0.00013050723432313907
27,ENSG00000005206,0.008685644469219761
28,ENSG00000005238,0.00018093585770696978
29,ENSG00000005302,0.001083110297980532
30,ENSG00000005339,0.00043683984668188753
31,ENSG00000005483,0.0017432485953903958
32,ENSG00000005700,4.530891940051466e-05
33,ENSG00000005801,0.00018773599109426695
34,ENSG00000005889,0.00015641351524871253
35,ENSG00000005961,0.0010867771754318595
36,ENSG00000006015,0.003024936872550311
37,ENSG00000006016,0.00165829509048073
38,ENSG00000006025,0.0009496774742893228
39,ENSG00000006062,2.2835995311236452e-05
40,ENSG00000006125,0.00042573411268997285
41,ENSG00000006327,0.004450255624901692
42,ENSG00000006453,9.875792431295802e-05
43,ENSG00000006530,0.0001347917043360169
44,ENSG00000006607,1.7677275834344674e-05
45,ENSG00000006634,0.0009325716907951874
46,ENSG00000006652,0.00039971972783158535
47,ENSG00000006704,0.00018805255527029046
48,ENSG00000006712,0.0039061788758485223
49,ENSG00000006744,0.00017401871568447684
50,ENSG00000007038,0.009481267156995841
51,ENSG00000007047,0.00016751159798009317
52,ENSG00000007202,0.0032166010603175517
53,ENSG00000007255,0.00030139620934087504
54,ENSG00000007264,0.0005222196215268222
55,ENSG00000007341,3.279004785237167e-05
56,ENSG00000007384,0.0012036010913024364
57,ENSG00000007392,0.0017013521623114637
58,ENSG00000007520,0.0016827141307834
59,ENSG00000007541,0.004631481790919193
60,ENSG00000007545,0.0003961785649523512
61,ENSG00000007923,0.0005954499991773027
62,ENSG00000007944,0.001991835980024169
63,ENSG00000007968,0.0001915601642222564
64,ENSG00000008018,0.0024441870184242396
65,ENSG00000008056,0.0006216714012256259
66,ENSG00000008083,0.0005894694235955474
67,ENSG00000008128,0.0013531256355007642
68,ENSG00000008130,0.0031046250736412534
69,ENSG00000008282,0.0007680084119770672
70,ENSG00000008283,0.00030825400619924993
71,ENSG00000008300,6.921735026910676e-06
72,ENSG00000008441,0.00041096279150048187
73,ENSG00000008513,1.7128941239151808e-05
74,ENSG00000008710,0.0014941235188723765
75,ENSG00000008838,0.0026954409105590213
76,ENSG00000008988,0.010130527797056737
77,ENSG00000009307,0.0009929729837253923
78,ENSG00000009335,0.0003986323337684982
79,ENSG00000009830,4.708791611148941e-06
80,ENSG00000009950,0.00017154187474514735
81,ENSG00000009954,0.0018069424166489484
82,ENSG00000010017,0.0005465622537811898
83,ENSG00000010244,0.0022866521821777253
84,ENSG00000010256,0.0053161935674072664
85,ENSG00000010292,0.013219361407177974
86,ENSG00000010310,0.005354590027576757
87,ENSG00000010322,0.0005645764959670453
88,ENSG00000011007,0.0009634436495736745
89,ENSG00000011009,0.003420197934106076
90,ENSG00000011021,0.0006669403383765052
91,ENSG00000011028,0.00020830244733934788
92,ENSG00000011052,0.002693362276005807
93,ENSG00000011143,0.0005283318460521095
94,ENSG00000011198,0.0014026438178520448
95,ENSG00000011243,0.002730459371843463
96,ENSG00000011258,0.00012599553201231563
97,ENSG00000011260,0.0007215202031801277
98,ENSG00000011275,0.00024920440725445975
